call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,customer_value,churn,is_dormant
15,0,43,1,4855,85,23,24,3,1,1,289.6,0,0
7,0,44,0,803,19,25,11,3,1,2,132.88,0,0
17,0,42,1,2938,74,377,31,3,1,1,1628.48,0,0
17,0,43,1,4683,80,19,42,1,1,1,366.465,0,0
10,0,43,1,2878,72,20,40,2,1,1,222.75,0,0
18,0,43,2,4260,96,50,35,3,1,1,374.24,0,0
11,0,43,1,2845,53,303,25,3,1,1,1327.92,0,0
20,0,42,3,9600,135,162,50,3,1,1,1037.4,0,0
14,0,43,1,14258,183,18,51,3,1,1,649.64,0,0
14,0,43,2,5000,97,20,32,3,1,1,283.88,0,0
13,0,43,1,6403,109,25,19,3,1,1,360.48,0,0
16,1,43,0,2723,68,26,24,3,1,2,215.64,0,0
32,0,43,4,15625,239,72,39,3,1,1,922.56,0,0
11,0,43,2,3580,41,501,15,3,1,1,2148.84,0,0
16,0,42,1,15970,196,168,37,2,1,1,1483.47,0,0
10,0,42,2,6985,100,204,33,3,1,1,1099.4,0,0
7,0,42,0,1360,28,18,18,2,1,2,143.46,0,0
9,0,43,0,1195,28,31,15,3,1,2,172.92,0,0
7,0,42,0,485,14,18,7,2,1,2,103.455,1,0
10,0,42,1,7993,141,402,50,3,1,1,1933.36,0,0
14,0,42,2,11950,168,29,54,4,1,1,375.45,0,0
15,0,42,2,7203,89,126,44,2,1,1,895.14,0,0
30,0,38,0,1440,61,34,24,3,1,2,196.04,1,0
28,0,41,9,10920,107,19,49,5,2,1,193.905,0,0
20,0,41,2,6303,112,44,31,2,1,1,486.675,0,0
8,0,39,1,3325,36,18,21,3,1,1,206.44,0,0
16,1,40,0,3475,55,27,23,3,1,2,249.2,1,0
16,1,41,0,2753,58,52,38,4,1,2,200.275,1,0
7,1,41,0,618,16,18,9,3,1,2,97.36,1,0
8,0,41,1,2153,39,18,13,4,1,1,99.8,0,0
10,0,38,2,7270,111,32,29,5,1,1,158.715,0,0
7,0,41,0,1113,21,27,11,4,1,2,95.85,1,0
7,0,41,2,823,18,22,9,5,1,1,45.615,0,0
32,1,36,4,16560,252,18,87,2,2,1,837.54,0,0
13,0,39,4,7450,130,289,40,3,2,1,1459.2,0,0
9,0,41,1,4203,96,20,35,3,1,1,251.96,0,0
10,0,40,0,2150,58,56,27,3,1,2,312.32,0,0
13,0,41,1,3265,67,193,30,2,1,1,1018.44,0,0
11,0,32,2,1800,50,211,18,3,2,1,918.0,0,0
11,0,31,1,2053,53,48,75,5,1,1,103.59,0,0
18,0,32,0,1185,39,28,14,3,1,2,160.96,0,0
7,0,31,0,1310,24,39,10,4,1,2,130.85,0,0
17,0,30,1,1710,46,37,20,2,1,1,245.52,0,0
9,0,30,1,3710,75,26,30,3,1,1,255.4,0,0
9,0,23,1,2180,40,46,21,3,1,1,272.8,0,0
23,0,22,2,6878,155,103,49,2,2,1,779.985,0,0
19,0,20,1,9418,185,91,47,5,1,1,280.545,0,0
15,0,21,4,3338,59,49,26,3,1,1,331.88,0,0
9,0,14,2,4875,54,233,17,3,1,1,1129.16,0,0
10,0,14,2,1973,33,18,14,3,1,1,152.24,1,0
11,0,37,1,4495,69,7,14,3,1,1,210.56,0,0
5,0,38,0,305,6,7,2,3,1,2,40.44,0,0
13,0,36,1,2578,58,355,21,3,1,1,1525.44,0,0
13,0,37,1,4323,64,7,32,1,1,1,279.785,0,0
6,0,37,1,2518,56,7,30,2,1,1,147.33,0,0
14,0,37,2,3900,80,28,25,3,1,1,271.2,0,0
7,0,37,1,2485,37,281,15,3,1,1,1224.88,0,0
16,0,36,3,9240,119,140,40,3,1,1,934.36,0,0
10,0,37,1,13898,167,7,41,3,1,1,590.6,0,0
10,0,37,2,4640,81,7,22,3,1,1,216.84,0,0
9,0,37,1,6043,93,7,9,3,1,1,273.44,0,0
12,0,37,0,2363,52,7,14,3,1,2,124.6,0,0
28,0,37,4,15265,223,50,29,3,2,1,819.52,0,0
7,0,37,2,3220,25,479,5,3,1,1,2045.8,0,0
12,0,36,1,15610,180,146,27,2,1,1,1367.55,0,0
6,0,36,2,6625,84,182,23,3,1,1,996.36,0,0
5,0,36,0,1000,12,7,8,2,1,2,77.04,0,0
5,0,37,0,835,12,9,5,3,1,2,69.88,0,0
5,0,36,0,305,6,7,2,2,1,2,45.495,1,0
6,0,36,1,7633,125,380,40,3,1,1,1830.32,0,0
10,0,36,2,11590,152,7,44,4,1,1,311.05,0,0
11,0,36,2,6843,73,104,34,2,1,1,779.22,0,0
26,1,32,0,1080,45,12,14,3,1,2,93.0,1,0
24,0,35,9,10560,91,7,39,5,1,1,170.265,0,0
16,0,35,2,5943,96,22,21,2,1,1,370.755,1,0
5,0,33,1,2965,20,7,11,3,1,1,147.4,0,0
12,1,34,0,3115,39,7,13,3,1,2,154.16,1,0
12,0,35,0,2393,42,30,28,4,1,2,135.875,1,0
5,1,35,0,305,6,7,2,3,1,2,40.44,1,0
5,0,35,1,1793,23,7,3,4,1,1,62.9,0,0
6,0,32,2,6910,95,10,19,5,1,1,120.075,0,0
5,0,35,0,305,6,7,2,4,1,2,25.275,1,0
5,0,35,1,305,6,7,2,5,1,1,15.165,0,0
28,0,30,4,16200,236,7,77,2,2,1,771.12,0,0
9,0,33,4,7090,114,267,30,3,2,1,1356.16,0,0
5,0,35,1,3843,80,7,25,3,1,1,184.92,0,0
6,0,34,0,1790,42,34,17,3,1,2,209.28,0,0
9,0,35,1,2905,51,171,20,2,1,1,902.52,0,0
7,0,26,2,1440,34,189,8,3,2,1,814.96,0,0
7,0,25,1,1693,37,26,65,5,1,1,64.95,0,0
14,0,26,0,825,23,7,4,3,1,2,61.92,0,0
5,0,25,0,305,6,17,2,4,1,2,50.275,0,0
13,0,24,1,1350,30,15,10,2,1,1,129.6,0,0
5,0,24,1,3350,59,7,20,3,1,1,164.36,0,0
5,0,17,1,1820,24,24,11,3,1,1,169.76,0,0
19,0,16,2,6518,139,81,39,2,2,1,664.065,0,0
15,0,14,1,9058,169,69,37,5,1,1,241.905,0,0
11,0,15,4,2978,43,27,16,3,1,1,228.84,0,0
5,0,8,2,4515,38,211,7,3,1,1,1026.12,0,0
6,1,8,2,1613,17,7,4,3,1,1,93.2,1,0
17,0,40,3,5275,87,33,34,3,1,1,346.48,0,0
9,0,41,0,1223,21,35,21,3,1,2,189.76,0,0
19,0,39,3,3358,76,387,41,3,1,1,1685.36,0,0
19,0,40,3,5103,82,29,52,1,1,1,444.675,0,0
12,0,40,3,3298,74,30,50,2,1,1,286.74,0,0
20,0,40,4,4680,98,60,45,3,1,1,431.12,0,0
13,0,40,3,3265,55,313,35,4,1,1,865.5,0,0
22,1,39,5,10020,137,172,60,3,1,1,1094.28,0,0
16,0,40,3,14678,185,28,61,3,1,1,706.52,0,0
16,0,40,4,5420,99,30,42,3,1,1,340.76,0,0
15,0,40,3,6823,111,35,29,3,1,1,417.36,0,0
18,0,40,0,3143,70,36,34,3,1,2,272.52,0,0
34,1,40,6,16045,241,82,49,3,2,1,979.44,0,0
13,0,40,4,4000,43,511,25,4,1,1,1378.575,0,0
18,0,39,3,16390,198,178,47,2,1,1,1547.46,0,0
12,0,39,4,7405,102,214,43,3,1,1,1156.28,0,0
9,0,39,0,1780,30,28,28,2,1,2,207.45,0,0
11,0,40,0,1615,30,41,25,3,1,2,229.8,0,0
9,1,39,0,905,16,28,17,2,1,2,167.445,1,0
12,0,39,3,8413,143,412,60,3,1,1,1990.24,0,0
16,0,39,4,12370,170,39,64,4,1,1,411.0,0,0
17,0,39,4,7623,91,136,54,2,2,1,959.13,0,0
32,1,35,0,1860,63,44,34,3,1,2,252.92,1,0
30,0,38,1,11340,109,29,59,5,1,1,215.235,0,0
22,0,38,4,6723,114,54,41,3,1,1,489.48,0,0
10,0,36,3,3745,38,28,31,3,1,1,263.32,0,0
18,1,37,0,3895,57,37,33,3,1,2,306.08,1,0
18,0,38,0,3173,60,62,48,4,1,2,235.825,1,0
9,0,38,0,1038,18,28,19,3,1,2,154.24,1,0
10,0,38,3,2573,41,28,23,4,1,1,135.35,0,0
12,0,35,4,7690,113,42,39,5,1,1,180.045,0,0
9,0,38,0,1533,23,37,21,4,1,2,131.4,1,0
9,0,38,4,1243,20,32,19,5,1,1,66.945,0,0
34,0,33,6,16980,254,28,97,2,2,1,901.53,0,0
15,0,36,6,7870,132,299,50,3,2,1,1516.08,0,0
11,0,38,3,4623,98,30,45,3,1,1,308.84,0,0
12,1,37,0,2570,60,66,37,4,1,2,230.75,1,0
15,0,38,3,3685,69,203,40,2,1,1,1082.43,0,0
13,0,29,4,2220,52,221,28,3,2,1,974.88,0,0
13,0,28,3,2473,55,58,85,5,1,1,124.92,0,0
20,0,29,0,1605,41,38,24,3,1,2,217.84,0,0
9,0,28,0,1730,26,49,20,4,1,2,166.4,0,0
19,0,27,3,2130,48,47,30,2,1,1,309.51,0,0
11,0,27,3,4130,77,36,40,3,1,1,312.28,0,0
11,0,20,3,2600,42,56,31,3,1,1,329.68,0,0
25,0,19,4,7298,157,113,59,2,2,1,843.975,0,0
21,0,17,3,9838,187,101,57,5,1,1,301.875,0,0
17,0,18,6,3758,61,59,36,3,2,1,388.76,0,0
11,0,11,4,5295,56,243,27,3,2,1,1186.04,0,0
12,1,11,4,2393,35,28,24,3,1,1,209.12,1,0
9,0,40,0,4075,67,7,4,3,1,1,193.68,0,0
5,0,41,0,305,6,7,2,3,1,2,40.44,0,0
11,0,39,0,2158,56,345,11,3,1,1,1468.56,0,0
11,0,40,0,3903,62,7,22,1,1,1,256.575,0,0
5,0,40,0,2098,54,7,20,2,1,1,128.34,0,0
12,0,40,0,3480,78,18,15,3,1,1,214.32,0,0
5,0,40,0,2065,35,271,5,3,1,1,1168.0,0,0
14,0,39,1,8820,117,130,30,3,1,1,877.48,0,0
8,0,40,0,13478,165,7,31,3,1,1,573.72,0,0
8,0,40,0,4220,79,7,12,3,1,1,199.96,0,0
7,0,40,1,5623,91,7,17,3,1,1,256.56,0,0
10,0,40,0,1943,50,7,4,3,1,2,107.72,0,0
26,0,40,2,14845,221,40,19,3,1,1,762.64,0,0
5,0,40,1,2800,23,469,9,3,1,1,1988.92,0,0
10,0,39,0,15190,178,136,17,2,1,1,1303.56,0,0
5,0,39,0,6205,82,172,13,3,1,1,939.48,0,0
5,0,39,0,580,10,7,2,2,1,2,58.05,0,0
5,0,40,0,415,10,7,2,3,1,2,45.0,0,0
5,0,39,0,7213,123,370,30,3,1,1,1773.44,0,0
8,0,39,0,11170,150,7,34,4,1,1,300.5,0,0
9,0,39,0,6423,71,94,24,2,1,1,715.23,0,0
24,0,35,0,660,43,7,4,3,1,2,56.12,1,0
22,0,38,7,10140,89,7,29,5,1,1,163.935,0,0
14,0,38,0,5523,94,12,11,2,1,1,306.765,1,0
5,0,36,1,2545,18,7,6,3,1,1,130.52,0,0
10,0,37,0,2695,37,7,3,3,1,2,137.28,1,0
10,0,38,0,1973,40,20,18,3,1,2,160.52,1,0
5,1,38,0,305,6,7,2,3,1,2,40.44,1,0
5,0,38,1,1373,21,7,2,4,1,1,52.35,0,0
5,0,35,0,6490,93,7,9,5,1,1,109.245,0,0
5,0,38,0,305,6,7,2,4,1,2,25.275,1,0
5,0,38,0,305,6,7,2,5,1,1,15.165,0,0
26,0,33,2,15780,234,7,67,2,1,1,752.13,0,0
7,0,36,2,6670,112,257,20,3,2,1,1299.28,0,0
5,0,38,0,3423,78,7,15,3,1,1,168.04,0,0
5,0,37,0,1370,40,24,7,3,1,2,152.4,0,0
7,0,38,0,2485,49,161,10,2,1,1,838.53,0,0
5,0,29,1,1020,32,179,2,3,2,1,758.08,0,0
5,0,28,0,1273,35,16,55,4,1,1,72.7,0,0
12,0,29,0,405,21,7,2,3,1,2,45.04,0,0
5,0,28,0,305,6,7,2,4,1,2,25.275,0,0
11,0,27,1,930,28,7,2,2,1,1,74.61,0,0
5,0,27,0,2930,57,7,10,3,1,1,147.48,0,0
5,0,20,1,1400,22,14,2,2,1,1,126.99,0,0
17,0,19,0,6098,137,71,29,2,2,1,600.075,0,0
13,0,17,0,8638,167,59,27,5,1,1,220.575,0,0
9,0,18,2,2558,41,17,6,3,1,1,171.96,0,0
5,0,11,1,4095,36,201,25,3,1,1,969.24,0,0
5,1,11,1,1193,15,7,2,3,1,1,76.32,1,0
13,0,41,2,4790,83,44,23,3,1,1,370.92,0,0
5,0,42,0,738,17,46,10,3,1,2,214.2,0,0
15,0,40,2,2873,72,398,30,3,1,1,1709.8,0,0
15,0,41,2,4618,78,40,41,1,1,1,478.28,0,0
8,0,41,2,2813,70,41,39,2,1,1,314.235,0,0
16,0,41,3,4195,94,71,34,3,1,1,455.56,0,0
9,0,41,2,2780,51,324,24,4,1,1,880.775,0,0
18,0,40,4,9535,133,183,49,3,1,1,1118.72,0,0
12,0,41,2,14193,181,39,50,3,1,1,730.96,0,0
12,0,41,3,4935,95,41,31,4,1,1,228.25,0,0
11,0,41,2,6338,107,46,18,3,1,1,441.8,0,0
14,1,41,0,2658,66,47,23,4,1,2,185.6,0,0
30,0,41,5,15560,237,93,38,3,1,1,1003.88,0,0
9,0,41,3,3515,39,522,14,4,1,1,1393.85,0,0
14,0,40,2,15905,194,189,36,3,1,1,1399.96,0,0
8,0,40,3,6920,98,225,32,4,1,1,737.95,0,0
5,0,40,0,1295,26,39,17,3,1,2,208.84,0,0
7,0,41,0,1130,26,52,14,3,1,2,254.24,0,0
5,0,40,0,420,12,39,6,3,1,2,173.28,1,0
8,0,40,2,7928,139,423,49,3,1,1,2014.68,0,0
12,0,40,3,11885,166,50,53,4,1,1,426.275,0,0
13,0,40,3,7138,87,147,43,3,1,1,877.0,0,0
28,1,36,0,1375,59,55,23,3,1,2,277.36,1,0
26,0,39,10,10855,105,40,48,5,2,1,224.4,0,0
18,0,39,3,6238,110,65,30,3,1,1,513.92,0,0
6,0,37,2,3260,34,39,20,4,1,1,179.85,0,0
14,0,38,0,3410,53,48,22,3,1,2,330.52,1,0
14,1,39,0,2688,56,73,37,4,1,2,251.1,1,0
5,0,39,0,553,14,39,8,3,1,2,178.68,1,0
6,0,39,2,2088,37,39,12,4,1,1,150.625,0,0
8,0,36,3,7205,109,53,28,5,1,1,189.21,0,0
5,0,39,0,1048,19,48,10,4,1,2,146.675,1,0
5,0,39,3,758,16,43,8,5,1,1,76.11,0,0
30,0,34,5,16495,250,39,86,2,2,1,929.025,0,0
11,0,37,5,7385,128,310,39,3,2,1,1540.52,0,0
7,0,39,2,4138,94,41,34,3,1,1,333.28,0,0
8,0,38,0,2085,56,77,26,4,1,2,246.025,0,0
11,0,39,2,3200,65,214,29,3,1,1,986.6,0,0
9,0,30,3,1735,48,232,17,3,2,1,999.32,0,0
9,0,29,2,1988,51,69,74,5,1,1,134.085,0,0
16,0,30,0,1120,37,49,13,3,1,2,242.28,0,0
5,0,29,0,1245,22,60,9,4,1,2,181.675,0,0
15,0,28,2,1645,44,58,19,2,1,1,337.005,0,0
7,0,28,2,3645,73,47,29,4,1,1,210.45,0,0
7,0,21,2,2115,38,67,20,3,1,1,354.12,0,0
21,0,20,3,6813,153,124,48,2,2,1,871.47,0,0
17,0,18,2,9353,183,112,46,5,1,1,311.04,0,0
13,0,19,5,3273,57,70,25,4,1,1,258.25,0,0
7,0,12,3,4810,52,254,16,3,1,1,1210.48,0,0
8,1,12,3,1908,31,39,13,3,1,1,233.56,1,0
13,0,39,0,4560,71,7,15,2,1,1,239.895,0,0
5,0,40,0,305,6,7,2,2,1,2,45.495,0,0
15,0,38,0,2643,60,334,22,2,1,1,1624.635,0,0
15,0,39,0,4388,66,7,33,1,1,1,283.47,0,0
8,0,39,0,2583,58,7,31,1,1,1,183.755,0,0
16,0,39,1,3965,82,7,26,3,1,1,189.88,0,0
9,0,39,0,2550,39,260,16,3,1,1,1143.56,0,0
18,0,38,2,9305,121,119,41,3,1,1,853.04,0,0
12,0,39,0,13963,169,7,42,3,1,1,593.28,0,0
12,0,39,1,4705,83,7,23,3,1,1,219.52,0,0
11,0,39,0,6108,95,7,10,2,1,1,310.635,0,0
14,1,39,0,2428,54,7,15,3,1,2,127.28,0,0
30,0,39,3,15330,225,29,30,3,1,1,738.2,0,0
9,0,39,1,3285,27,458,6,3,1,1,1964.48,0,0
14,0,38,0,15675,182,125,28,2,1,1,1276.065,0,0
8,0,38,1,6690,86,161,24,3,1,1,915.04,0,0
5,0,38,0,1065,14,7,9,2,1,2,80.055,0,0
7,0,39,0,900,14,7,6,2,1,2,72.63,0,0
5,0,38,0,305,6,7,2,2,1,2,45.495,1,0
8,0,38,0,7698,127,359,41,2,1,1,1967.625,0,0
12,0,38,1,11655,154,7,45,3,1,1,500.36,0,0
13,0,38,1,6908,75,83,35,2,1,1,687.735,0,0
28,1,34,0,1145,47,7,15,2,1,2,85.14,1,0
26,0,37,8,10625,93,7,40,4,1,1,285.45,0,0
18,0,37,1,6008,98,7,22,2,1,1,306.27,1,0
6,0,35,0,3030,22,7,12,3,1,1,150.08,0,0
14,0,36,0,3180,41,7,14,3,1,2,156.84,1,0
14,0,37,0,2458,44,9,29,3,1,2,136.08,1,0
5,1,37,0,305,6,7,2,3,1,2,40.44,1,0
6,0,37,0,1858,25,7,4,3,1,1,103.32,0,0
8,0,34,1,6975,97,7,20,4,1,1,194.3,0,0
5,0,37,0,818,7,7,2,4,1,2,38.125,1,0
5,0,37,1,305,6,7,2,5,1,1,15.165,0,0
30,0,32,3,16265,238,7,78,2,1,1,774.135,0,0
11,0,35,3,7155,116,246,31,2,2,1,1434.195,0,0
7,0,37,0,3908,82,7,26,2,1,1,211.05,0,0
8,0,36,0,1855,44,13,18,3,1,2,127.96,0,0
11,0,37,0,2970,53,150,21,2,1,1,811.035,0,0
9,0,28,1,1505,36,168,9,2,2,1,825.345,0,0
9,0,27,0,1758,39,7,66,4,1,1,62.425,0,0
16,0,28,0,890,25,7,5,2,1,2,72.675,0,0
5,0,27,0,1015,10,7,2,4,1,2,43.125,0,0
15,0,26,0,1415,32,7,11,2,1,1,96.615,0,0
7,0,26,0,3415,61,7,21,3,1,1,167.04,0,0
7,0,19,0,1885,26,7,12,2,1,1,117.495,0,0
21,0,18,1,6583,141,60,40,1,2,1,699.82,0,0
17,0,16,0,9123,171,48,38,4,1,1,352.35,0,0
13,0,17,3,3043,45,7,17,3,1,1,151.52,0,0
7,0,10,1,4580,40,190,8,3,1,1,944.8,0,0
8,0,10,1,1678,19,7,5,3,1,1,95.88,1,0
15,0,40,1,4865,78,21,22,3,1,1,281.72,0,0
7,0,41,0,813,12,23,9,3,1,2,125.0,0,0
17,0,39,1,2948,67,375,29,3,1,1,1620.6,0,0
17,0,40,1,4693,73,17,40,1,1,1,355.63,0,0
10,0,40,1,2888,65,18,38,2,1,1,213.885,0,0
18,0,40,2,4270,89,48,33,3,1,1,366.36,0,0
11,0,40,1,2855,46,301,23,3,1,1,1320.04,0,0
20,0,39,3,9610,128,160,48,3,1,1,1029.52,0,0
14,0,40,1,14268,176,16,49,3,1,1,641.76,0,0
14,0,40,2,5010,90,18,30,3,1,1,276.0,0,0
13,0,40,1,6413,102,23,17,3,1,1,352.6,0,0
16,0,40,0,2733,61,24,22,3,1,2,207.76,0,0
32,1,40,4,15635,232,70,37,3,1,1,914.68,0,0
11,0,40,2,3590,34,499,13,3,1,1,2140.96,0,0
16,0,39,1,15980,189,166,35,2,1,1,1474.605,0,0
10,0,39,2,6995,93,202,31,3,1,1,1091.52,0,0
7,0,39,0,1370,21,16,16,2,1,2,134.595,0,0
9,0,40,0,1205,21,29,13,3,1,2,165.04,0,0
7,0,39,0,495,7,16,5,2,1,2,94.59,1,0
10,0,39,1,8003,134,400,48,3,1,1,1925.48,0,0
14,0,39,2,11960,161,27,52,4,1,1,370.525,0,0
15,0,39,2,7213,82,124,42,2,1,1,886.275,0,0
30,1,35,0,1450,54,32,22,3,1,2,188.16,1,0
28,0,38,9,10930,100,17,47,5,1,1,190.95,0,0
20,0,38,2,6313,105,42,29,2,1,1,477.81,0,0
8,0,36,1,3335,29,16,19,3,1,1,198.56,0,0
16,1,37,0,3485,48,25,21,3,1,2,241.32,1,0
16,1,38,0,2763,51,50,36,4,1,2,195.35,1,0
7,0,38,0,628,9,16,7,3,1,2,89.48,1,0
8,0,38,1,2163,32,16,11,4,1,1,94.875,0,0
10,0,35,2,7280,104,30,27,5,1,1,155.76,0,0
7,0,38,0,1123,14,25,9,4,1,2,90.925,1,0
7,0,38,2,833,11,20,7,5,1,1,42.66,0,0
32,0,33,4,16570,245,16,85,2,2,1,828.675,0,0
13,0,36,4,7460,123,287,38,3,2,1,1451.32,0,0
9,0,38,1,4213,89,18,33,3,1,1,244.08,0,0
10,0,37,0,2160,51,54,25,3,1,2,304.44,0,0
13,0,38,1,3275,60,191,28,2,1,1,1009.575,0,0
11,0,29,2,1810,43,209,16,3,2,1,910.12,0,0
11,0,28,1,2063,46,46,73,5,1,1,100.635,0,0
18,0,29,0,1195,32,26,12,3,1,2,153.08,0,0
7,0,28,0,1320,17,37,8,4,1,2,125.925,0,0
17,0,27,1,1720,39,35,18,2,1,1,236.655,0,0
9,0,27,1,3720,68,24,28,3,1,1,247.52,0,0
9,0,20,1,2190,33,44,19,3,1,1,264.92,0,0
23,0,19,2,6887,148,101,47,2,2,1,771.075,0,0
19,0,17,1,9427,178,89,45,5,1,1,277.575,0,0
15,0,18,4,3347,52,47,24,3,1,1,323.96,0,0
9,0,11,2,4885,47,231,15,3,1,1,1121.28,0,0
10,1,11,2,1982,26,16,12,3,1,1,144.32,1,0
11,0,40,1,4485,76,3,16,3,1,1,194.44,0,0
3,0,41,0,433,10,5,3,3,1,2,37.72,0,0
13,0,39,1,2568,65,357,23,3,1,1,1533.32,0,0
13,0,40,1,4313,71,0,34,1,1,1,241.12,0,0
6,0,40,1,2508,63,0,32,2,1,1,115.695,0,0
14,0,40,2,3890,87,30,27,3,1,1,279.08,0,0
7,0,40,1,2475,44,283,17,3,1,1,1232.76,0,0
16,0,39,3,9230,126,142,42,3,1,1,942.24,0,0
10,0,40,1,13888,174,0,43,3,1,1,562.48,0,0
10,0,40,2,4630,88,0,24,3,1,1,188.72,0,0
9,0,40,1,6033,100,5,11,3,1,1,265.32,0,0
12,1,40,0,2353,59,6,16,3,1,2,120.48,0,0
28,0,40,4,15255,230,52,31,3,1,1,827.4,0,0
7,0,40,2,3210,32,481,7,3,1,1,2053.68,0,0
12,0,39,1,15600,187,148,29,2,1,1,1376.415,0,0
6,0,39,2,6615,91,184,25,3,1,1,1004.24,0,0
3,0,39,0,990,19,0,10,2,1,2,45.405,0,0
5,0,40,0,825,19,11,7,3,1,2,77.76,0,0
0,0,39,0,0,0,0,0,2,1,2,0.0,1,1
6,0,39,1,7623,132,382,42,3,1,1,1838.2,0,0
10,0,39,2,11580,159,9,46,4,1,1,315.975,0,0
11,0,39,2,6833,80,106,36,2,1,1,788.085,0,0
26,1,35,0,1070,52,14,16,3,1,2,100.88,1,0
24,0,38,9,10550,98,0,41,5,1,1,159.72,0,0
16,0,38,2,5933,103,24,23,2,1,1,379.62,0,0
4,0,36,1,2955,27,0,13,3,1,1,119.28,0,0
12,0,37,0,3105,46,7,15,3,1,2,154.04,1,0
12,0,38,0,2383,49,32,30,4,1,2,140.8,1,0
3,0,38,0,248,7,0,1,3,1,2,10.2,1,0
4,0,38,1,1783,30,0,5,4,1,1,45.325,0,0
6,0,35,2,6900,102,12,21,5,1,1,123.03,0,0
3,0,38,0,743,12,7,3,4,1,2,36.375,1,0
3,0,38,2,453,9,2,1,5,1,1,9.93,0,0
28,0,33,4,16190,243,0,79,2,2,1,739.485,0,0
9,0,36,4,7080,121,269,32,3,2,1,1364.04,0,0
5,0,38,1,3833,87,0,27,3,1,1,156.8,0,0
6,0,37,0,1780,49,36,19,3,1,2,217.16,0,0
9,0,38,1,2895,58,173,22,2,1,1,911.385,0,0
7,0,29,2,1430,41,191,10,3,2,1,822.84,0,0
7,0,28,1,1683,44,28,67,5,1,1,67.905,0,0
14,0,29,0,815,30,8,6,3,1,2,65.8,0,0
3,0,28,0,940,15,19,2,4,1,2,71.375,0,0
13,0,27,1,1340,37,17,12,2,1,1,138.465,0,0
5,0,27,1,3340,66,6,22,3,1,1,160.24,0,0
5,0,20,1,1810,31,26,13,3,1,1,177.64,0,0
19,0,19,2,6507,146,83,41,2,2,1,672.885,0,0
15,0,17,1,9047,176,71,39,5,1,1,244.845,0,0
11,0,18,4,2967,50,29,18,3,1,1,236.68,0,0
5,0,11,2,4505,45,213,9,3,1,1,1034.0,0,0
6,1,11,2,1602,24,0,6,3,1,1,65.04,1,0
11,0,35,0,4675,71,4,18,2,1,1,231.57,0,0
3,0,36,0,623,5,6,5,2,1,2,55.26,0,0
13,0,34,0,2758,60,358,25,2,1,1,1737.81,0,0
13,0,35,0,4503,66,0,36,1,1,1,251.295,0,0
6,0,35,0,2698,58,1,34,1,1,1,157.08,0,0
14,0,35,1,4080,82,31,29,3,1,1,290.48,0,0
7,0,35,0,2665,39,284,19,3,1,1,1244.16,0,0
16,0,34,2,9420,121,143,44,3,1,1,953.64,0,0
10,0,35,0,14078,169,0,45,3,1,1,569.88,0,0
10,0,35,1,4820,83,1,26,3,1,1,200.12,0,0
9,0,35,0,6223,95,6,13,2,1,1,311.31,0,0
12,0,35,0,2543,54,7,18,3,1,2,131.88,0,0
28,0,35,3,15445,225,53,33,3,1,1,838.8,0,0
7,0,35,1,3400,27,482,9,3,1,1,2065.08,0,0
12,0,34,0,15790,182,149,31,2,1,1,1389.24,0,0
6,0,34,1,6805,86,185,27,3,1,1,1015.64,0,0
3,0,34,0,1180,14,0,12,2,1,2,53.73,0,0
5,0,35,0,1015,14,12,9,2,1,2,100.305,0,0
6,0,34,0,7813,127,383,44,2,1,1,2080.8,0,0
10,0,34,1,11770,154,10,48,3,1,1,516.96,0,0
11,0,34,1,7023,75,107,38,2,1,1,800.91,0,0
26,1,30,0,1260,47,15,18,2,1,2,126.315,1,0
24,0,33,8,10740,93,0,43,4,1,1,270.825,0,0
16,0,33,1,6123,98,25,25,2,1,1,392.445,1,0
4,0,31,0,3145,22,0,15,3,1,1,126.68,0,0
12,1,32,0,3295,41,8,17,3,1,2,165.44,1,0
12,0,33,0,2573,44,33,32,3,1,2,236.68,1,0
3,0,33,0,438,2,0,3,3,1,2,17.6,1,0
4,0,33,0,1973,25,0,7,3,1,1,79.92,0,0
6,0,30,1,7090,97,13,23,4,1,1,212.175,0,0
3,0,33,0,933,7,8,5,4,1,2,43.5,1,0
3,0,33,1,643,4,3,3,5,1,1,14.205,0,0
28,0,28,3,16380,238,0,81,2,1,1,747.81,0,0
9,0,31,3,7270,116,270,34,2,2,1,1547.37,0,0
5,0,33,0,4023,82,1,29,2,1,1,189.225,0,0
6,0,32,0,1970,44,37,21,3,1,2,228.56,0,0
9,0,33,0,3085,53,174,24,2,1,1,924.21,0,0
7,0,24,1,1620,36,192,12,2,2,1,938.52,0,0
7,0,23,0,1873,39,29,69,4,1,1,120.3,0,0
14,0,24,0,1005,25,9,8,2,1,2,86.85,0,0
3,0,23,0,1130,10,20,4,4,1,2,78.5,0,0
13,0,22,0,1530,32,18,14,2,1,1,151.29,0,0
5,0,22,0,3530,61,7,24,3,1,1,171.64,0,0
5,0,15,0,2000,26,27,15,2,1,1,212.67,0,0
19,0,14,1,6697,141,84,43,1,2,1,838.09,0,0
15,0,12,0,9237,171,72,41,4,1,1,415.2,0,0
11,0,13,3,3157,45,30,20,3,1,1,248.08,0,0
5,0,6,1,4695,40,214,11,3,1,1,1045.4,0,0
6,0,6,1,1792,19,0,8,3,1,1,72.44,1,0
