customer_id,call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,customer_value,churn,is_dormant,churn_probability,predicted_churn,risk_score
CUST-00648,10,0,38,0,4560,72,14,20,3,1,1,241.28,0,0,2.239162927141244e-05,0,0.005402652310606394
CUST-00858,31,1,39,4,15850,236,62,32,3,1,1,891.44,0,0,6.023788511799081e-06,0,0.005369846030958173
CUST-00699,0,0,39,0,128,4,0,1,2,1,2,5.94,0,0,0.0009025371460227499,0,0.005361070647375135
CUST-00859,10,0,39,2,3805,38,491,8,3,1,1,2117.72,0,0,2.5295687667930116e-06,0,0.005356918368812896
CUST-02089,14,0,22,5,3238,53,48,25,3,2,1,323.64,0,0,1.646747501442682e-05,0,0.005329533613669096
CUST-01496,0,0,7,0,3485,24,187,21,3,1,1,888.36,0,0,5.973819720088071e-06,0,0.0053069024865374384
CUST-01404,9,0,35,1,2748,64,373,37,2,1,1,1805.04,0,0,2.9336344730273818e-06,0,0.005295327569193345
CUST-02751,20,0,41,0,3253,71,23,19,4,1,2,140.6,0,0,3.7616019783848564e-05,0,0.0052888123816091075
CUST-01793,12,0,37,1,4180,87,33,26,3,1,1,302.68,0,0,1.7355876337732953e-05,0,0.00525327664990501
CUST-00835,6,0,31,1,1568,45,38,69,5,1,1,81.195,0,0,6.445581359768136e-05,0,0.005233489785063738
CUST-00203,9,0,34,0,4118,64,0,31,1,1,1,230.01,0,0,2.2716812160766964e-05,0,0.005225093965098009
CUST-02302,9,0,37,1,6043,93,7,9,3,1,1,273.44,0,0,1.908161148073756e-05,0,0.005217675843292879
CUST-02592,3,0,41,0,433,10,5,3,3,1,2,37.72,0,0,0.0001380310884157389,0,0.005206532655041671
CUST-02428,7,0,38,0,2485,49,161,10,2,1,1,838.53,0,0,6.160907392932947e-06,0,0.005166105676196064
CUST-02229,6,0,32,1,2825,49,167,19,2,1,1,880.83,0,0,5.863854834065975e-06,0,0.0051650592534903325
CUST-01484,0,0,33,0,760,28,10,3,3,1,2,71.52,0,0,7.206847541370164e-05,0,0.005154337361587941
CUST-00025,1,0,34,0,2840,22,0,14,3,1,1,114.48,0,0,4.4870555030997375e-05,0,0.00513678113994858
CUST-01924,5,0,38,2,643,10,11,4,5,1,1,26.295,0,0,0.00019370659298711477,0,0.005093514862596183
CUST-00932,0,0,35,0,2070,42,150,23,2,1,1,770.04,0,0,6.613476850069472e-06,0,0.005092641713627496
CUST-02840,14,0,40,0,2543,60,15,19,3,1,2,164.12,0,0,3.0845241474276244e-05,0,0.005062321030758217
CUST-00961,25,1,31,3,16075,238,0,80,2,1,1,734.085,0,0,6.8910267947329175e-06,0,0.005058599404611514
CUST-00316,0,0,31,0,615,4,0,5,2,1,2,27.855,0,0,0.00018153061215852765,0,0.005056535201675788
CUST-02830,10,0,28,0,295,20,0,9,3,1,2,12.6,0,0,0.00039815026277880447,0,0.005016693311012936
CUST-00840,4,0,23,1,1695,32,36,15,3,1,1,213.08,0,0,2.3243553091844396e-05,0,0.004952736292810204
CUST-00032,0,0,36,1,338,4,4,2,5,1,1,11.13,0,0,0.00044169428405765534,0,0.004916057381561705
CUST-00184,7,1,38,4,7045,118,281,37,2,2,1,1586.835,0,0,3.0976979796388365e-06,0,0.0049155355735201935
CUST-01840,0,0,35,0,3183,49,0,33,1,1,1,177.76,0,0,2.757852175422782e-05,0,0.0049023580270315375
CUST-01501,5,0,37,0,4008,66,26,37,1,1,1,367.07,0,0,1.325630077234586e-05,0,0.004865990324504995
CUST-02623,3,0,38,2,453,9,2,1,5,1,1,9.93,0,0,0.0004860207277951622,0,0.0048261858270059604
CUST-02746,15,0,41,2,3375,56,300,20,4,1,1,835.775,0,0,5.762902546894056e-06,0,0.004816489876130379
CUST-02151,17,0,46,3,5080,99,24,33,4,1,1,189.475,0,0,2.51477891945898e-05,0,0.004764877357644902
CUST-00061,12,0,40,1,2298,57,13,19,3,1,1,146.2,0,0,3.252340552083205e-05,0,0.004754921887145646
CUST-00755,5,0,33,0,4515,77,0,24,3,1,1,183.68,0,0,2.586728346245245e-05,0,0.004751302626383266
CUST-00566,2,0,39,0,825,20,45,12,3,1,2,213.8,0,0,2.207727762779622e-05,0,0.004720121956822832
CUST-02526,7,0,37,0,3908,82,7,26,2,1,1,211.05,0,0,2.2331993107388938e-05,0,0.004713167145314436
CUST-01934,15,0,27,1,1530,38,26,15,2,1,1,187.56,0,0,2.5124031709001576e-05,0,0.0047122633873403355
CUST-01852,0,0,34,0,5485,69,154,24,3,1,1,838.16,0,0,5.594589244837099e-06,0,0.004689160921452663
CUST-00450,12,0,38,2,4970,81,26,32,3,1,1,306.04,0,0,1.5237865664997521e-05,0,0.004663396408115842
CUST-01086,0,0,32,0,1303,16,0,2,3,1,1,52.76,0,0,8.794879606854446e-05,0,0.004640178480576406
CUST-02831,0,0,27,0,420,5,3,5,4,1,2,18.125,0,0,0.00025449399903049055,0,0.004612703732427641
CUST-01538,6,0,26,0,510,25,35,9,3,1,2,161.4,0,0,2.8096545730961303e-05,0,0.004534782480977154
CUST-01257,0,0,30,0,3633,50,0,27,1,1,1,202.565,0,0,2.2274540958166795e-05,0,0.004512042389191057
CUST-01041,0,0,36,1,93,1,2,2,5,1,1,4.41,0,0,0.001014851675976451,0,0.004475495891056149
CUST-01615,5,0,35,0,6603,70,110,38,2,1,1,795.285,0,0,5.619046334273276e-06,0,0.004468743263952522
CUST-01839,0,0,34,0,1438,43,327,22,2,1,1,1538.145,0,0,2.88172634937876e-06,0,0.004432512975665193
CUST-01981,12,0,30,2,1933,48,42,72,5,1,1,92.715,0,0,4.765078142881407e-05,0,0.004417942200172497
CUST-01074,0,0,33,0,510,5,0,7,2,1,2,23.175,0,0,0.00019063219667099957,0,0.004417901157850415
CUST-00746,6,0,33,0,4370,65,0,16,2,1,1,199.575,0,0,2.208887412925246e-05,0,0.00440838705434556
CUST-01159,4,0,32,0,3813,58,0,29,1,1,1,212.905,0,0,2.070435204988449e-05,0,0.004408060073180658
CUST-02354,34,1,40,6,16045,241,82,49,3,2,1,979.44,0,0,4.4918032329141804e-06,0,0.004399451758445465
CUST-01425,20,0,34,9,10730,97,15,55,4,1,1,308.175,0,0,1.4247600641314083e-05,0,0.004390754327636968
CUST-02466,6,0,37,2,3260,34,39,20,4,1,1,179.85,0,0,2.4254087505796712e-05,0,0.004362097637917539
CUST-00722,0,0,34,0,2650,21,0,11,3,1,1,106.84,0,0,4.038460695373339e-05,0,0.0043146914069368755
CUST-01692,3,0,30,0,2148,48,344,21,2,1,1,1646.82,0,0,2.5882103800402468e-06,0,0.004262316618057879
CUST-01974,8,0,40,3,703,13,16,6,5,1,1,34.74,0,0,0.0001225673270572174,0,0.004257988941967733
CUST-02180,14,0,35,3,1880,52,215,19,3,2,1,937.28,0,0,4.469121563661008e-06,0,0.0041888182591881895
CUST-01826,5,0,26,1,1720,41,194,9,2,2,1,952.245,0,0,4.318432262275985e-06,0,0.004112205529590995
CUST-00439,2,0,23,0,1388,31,19,63,4,1,1,82.975,0,0,4.9400247121441455e-05,0,0.004098985504901604
CUST-01811,22,0,35,8,10840,98,2,40,4,1,1,278.45,0,0,1.4656369221089398e-05,0,0.0040810660096123426
CUST-00696,4,0,9,1,4580,41,224,13,3,1,1,1080.84,0,0,3.7699177638369175e-06,0,0.004074677915865493
CUST-01980,12,0,31,3,1680,45,205,15,3,2,1,889.0,0,0,4.556430550336758e-06,0,0.004050666759249377
CUST-00075,4,0,36,1,2900,25,5,16,3,1,1,137.0,0,0,2.9555419186198205e-05,0,0.004049092428509154
CUST-02823,24,1,32,3,15670,233,0,82,2,1,1,715.635,0,0,5.654982198906944e-06,0,0.004046903185914771
CUST-02289,15,0,21,4,3338,59,49,26,3,1,1,331.88,0,0,1.2181945552396918e-05,0,0.004042944089929489
CUST-01710,1,0,30,0,6413,63,93,34,2,1,1,709.92,0,0,5.674122942398097e-06,0,0.004028173359267257
CUST-00091,3,0,28,1,885,13,26,5,4,1,1,87.45,0,0,4.6050260614758874e-05,0,0.0040270952907606634
CUST-00492,14,0,25,2,1825,42,40,28,2,1,1,264.015,0,0,1.5216138361806924e-05,0,0.004017288769592455
CUST-02284,17,0,30,1,1710,46,37,20,2,1,1,245.52,0,0,1.6313020747752825e-05,0,0.004005172853988274
CUST-01146,0,0,28,0,1343,35,33,70,4,1,1,116.95,0,0,3.415375072416982e-05,0,0.0039942811471916605
CUST-02334,13,0,24,1,1350,30,15,10,2,1,1,129.6,0,0,3.0775313637702414e-05,0,0.003988480647446233
CUST-00536,2,0,36,0,2180,43,154,8,2,1,1,793.035,0,0,5.022906503173232e-06,0,0.003983340658743984
CUST-00182,1,0,40,2,418,6,14,6,5,1,1,27.36,0,0,0.00014518669145999885,0,0.003972307878345569
CUST-00092,13,0,27,1,1285,35,24,15,2,1,1,167.4,0,0,2.369380416497519e-05,0,0.003966342817216847
CUST-02778,15,0,30,3,2330,53,208,13,3,2,1,927.32,0,0,4.275576388721654e-06,0,0.003964827496789365
CUST-00336,0,0,29,0,1405,34,23,14,3,1,2,149.56,0,0,2.639331059600911e-05,0,0.003947383532739122
CUST-02381,13,0,28,3,2473,55,58,85,5,1,1,124.92,0,0,3.158030522636705e-05,0,0.0039450117288777715
CUST-01635,0,0,24,0,710,5,23,4,4,1,2,75.375,0,0,5.2050290228015196e-05,0,0.003923290625936646
CUST-00261,14,1,44,0,2498,64,23,23,3,1,2,194.48,0,0,2.009393492650936e-05,0,0.00390786846450754
CUST-00683,4,0,36,0,3908,83,11,31,2,1,1,229.095,0,0,1.7055870001624763e-05,0,0.003907414538022225
CUST-00743,6,0,16,3,2662,44,22,16,3,1,1,196.24,0,0,1.9793312517270958e-05,0,0.0038842396483892527
CUST-01493,7,0,15,0,5488,125,57,25,1,2,1,622.215,0,0,6.21229280342205e-06,0,0.0038653817666812512
CUST-02174,10,0,44,3,903,20,26,10,5,1,1,52.845,0,0,7.239117168232101e-05,0,0.0038255114675522536
CUST-00590,0,0,27,0,940,16,53,7,4,1,2,156.4,0,0,2.4271358929343575e-05,0,0.0037960405365493354
CUST-01989,16,0,20,5,3218,54,43,23,3,2,1,302.88,0,0,1.2515293484908637e-05,0,0.0037906320907091277
CUST-02608,5,0,40,0,825,19,11,7,3,1,2,77.76,0,0,4.872696447845233e-05,0,0.0037890087578444534
CUST-01329,0,0,35,0,2715,24,4,17,3,1,1,125.56,0,0,3.0079895313304114e-05,0,0.0037768316555384647
CUST-01600,1,0,36,0,2245,34,287,19,3,1,1,1239.16,0,0,3.001386718672217e-06,0,0.0037191983663098643
CUST-01064,0,0,34,0,1995,30,273,14,3,1,1,1173.0,0,0,3.1704913496104577e-06,0,0.003718986353093067
CUST-00714,0,0,37,0,685,13,0,8,2,1,2,31.41,0,0,0.00011818350471199236,0,0.0037121438830036804
CUST-00812,2,0,42,0,875,20,8,12,2,1,2,76.275,0,0,4.8575327612199286e-05,0,0.0037050831136205007
CUST-00767,6,0,32,0,6718,69,100,36,2,1,1,755.415,0,0,4.881968186474804e-06,0,0.0036879119975858636
CUST-02588,15,0,18,4,3347,52,47,24,3,1,1,323.96,0,0,1.1355246047284203e-05,0,0.0036786455094781905
CUST-02003,11,0,38,0,2483,57,10,17,3,1,2,141.6,0,0,2.5910409081370406e-05,0,0.0036689139259220493
CUST-02080,10,0,33,3,1700,44,210,17,3,2,1,909.76,0,0,4.002492342182557e-06,0,0.0036413074332240034
CUST-01799,10,0,37,0,2643,59,9,15,3,1,2,144.08,0,0,2.5057402315075095e-05,0,0.0036102705255560198
CUST-01443,0,0,24,0,1120,14,35,16,4,1,2,115.85,0,0,3.1106130972949076e-05,0,0.00360364527321615
CUST-01502,0,0,37,0,2203,58,27,35,2,1,1,223.245,0,0,1.6057956982996535e-05,0,0.0035848586066690616
CUST-00793,6,0,11,2,2852,39,23,18,3,1,1,207.64,0,0,1.7058667961223264e-05,0,0.0035420618154683985
CUST-02412,9,0,39,0,6423,71,94,24,2,1,1,715.23,0,0,4.906651067836295e-06,0,0.003509384043248553
CUST-00939,0,0,17,0,985,15,3,14,2,1,1,58.5,0,0,5.977355082970145e-05,0,0.0034967527235375347
CUST-02439,5,0,11,1,4095,36,201,25,3,1,1,969.24,0,0,3.565275531281541e-06,0,0.0034556076559393205
CUST-00325,0,0,28,0,2580,12,0,8,3,1,1,103.68,0,0,3.3265590021939225e-05,0,0.003448976373474659
CUST-00547,0,0,9,0,3790,30,194,23,3,1,1,928.8,0,0,3.629979234851246e-06,0,0.003371524713329837
CUST-00669,10,0,37,1,6908,76,117,40,2,1,1,840.78,0,0,3.994959068331284e-06,0,0.003358881685471577
CUST-00029,1,0,36,0,1668,25,0,6,3,1,1,67.72,0,0,4.9452931078369664e-05,0,0.0033489524926271935
CUST-01656,0,0,36,0,2600,20,467,3,3,1,1,1972.8,0,0,1.6926571438393054e-06,0,0.0033392740133661816
CUST-02231,5,0,22,1,1613,35,22,64,4,1,1,96.2,0,0,3.4602163177740266e-05,0,0.003328728097698614
CUST-01260,0,0,30,0,1795,23,263,10,3,1,1,1124.72,0,0,2.948427703586756e-06,0,0.0033161556067780964
CUST-00605,4,0,37,0,2245,33,253,14,3,1,1,1103.12,0,0,2.951630376423747e-06,0,0.0032560025008405635
CUST-00416,0,0,34,0,695,6,0,6,2,1,2,31.545,0,0,0.00010314589816549067,0,0.0032537373576304036
CUST-00735,2,0,26,0,1378,38,21,65,4,1,1,87.9,0,0,3.7007427281657816e-05,0,0.0032529528580577225
CUST-01649,0,0,36,0,1865,32,269,13,3,1,1,1151.88,0,0,2.816801804066487e-06,0,0.0032446176620681056
CUST-01461,0,0,36,0,5013,79,0,13,2,1,1,229.14,0,0,1.4126778844453113e-05,0,0.003237010104417986
CUST-01082,0,0,30,0,2475,13,0,10,3,1,1,99.52,0,0,3.2293701912165405e-05,0,0.003213869214298701
CUST-00642,2,0,17,0,1580,20,0,10,2,1,1,72.0,0,0,4.4501678727063837e-05,0,0.003204120868348596
CUST-00385,4,0,39,0,3898,90,13,33,2,1,1,237.96,0,0,1.3401630463487758e-05,0,0.003189051985091547
CUST-00848,16,0,38,1,3163,71,367,24,3,1,1,1597.36,0,0,1.9901206286533577e-06,0,0.003178939087385727
CUST-02635,5,0,20,1,1810,31,26,13,3,1,1,177.64,0,0,1.7875276210617713e-05,0,0.0031753640660541304
CUST-02355,13,0,40,4,4000,43,511,25,4,1,1,1378.575,0,0,2.298225348585778e-06,0,0.0031682760099266388
CUST-00125,0,0,32,0,2780,19,0,12,3,1,1,111.96,0,0,2.8267200403587943e-05,0,0.003164795757185706
CUST-02616,4,0,36,1,2955,27,0,13,3,1,1,119.28,0,0,2.6145344341898766e-05,0,0.003118616673101685
CUST-01449,7,0,14,4,3148,49,45,32,3,1,1,307.88,0,0,1.0051055361614487e-05,0,0.003094518924733868
CUST-00882,9,0,36,0,2375,55,46,20,3,1,2,281.2,0,0,1.0992045952989902e-05,0,0.00309096332198076
CUST-01619,0,0,32,0,2725,17,2,15,3,1,1,117.68,0,0,2.6168498462713502e-05,0,0.0030795088990921253
CUST-00813,4,0,43,0,710,20,21,9,3,1,2,113.2,0,0,2.720192444534842e-05,0,0.003079257847213441
CUST-00406,2,0,35,0,2180,31,274,13,3,1,1,1184.44,0,0,2.595818061917418e-06,0,0.0030745907452574667
CUST-02579,11,0,29,2,1810,43,209,16,3,2,1,910.12,0,0,3.377270519439707e-06,0,0.003073721445152466
CUST-02566,8,0,36,1,3335,29,16,19,3,1,1,198.56,0,0,1.545797506378294e-05,0,0.0030693355286647407
CUST-02589,9,0,11,2,4885,47,231,15,3,1,1,1121.28,0,0,2.711963963000775e-06,0,0.003040870952433509
CUST-00620,8,0,36,0,6603,69,76,33,2,1,1,642.24,0,0,4.699644487885912e-06,0,0.003018299675899848
CUST-01365,2,0,33,0,1753,40,0,10,3,1,2,71.72,0,0,4.193447603638615e-05,0,0.0030075406213296144
CUST-02234,10,0,21,1,1270,28,11,9,2,1,1,107.91,0,0,2.78447408419007e-05,0,0.0030047259842495046
CUST-01139,0,0,38,1,0,0,7,0,5,1,1,10.5,0,0,0.0002856043930199108,0,0.0029988461267090633
CUST-00640,10,0,24,0,1110,26,0,9,2,1,1,51.12,0,0,5.8578166314699914e-05,0,0.0029945158620074594
CUST-00651,12,0,38,0,4388,67,10,38,1,1,1,300.025,0,0,9.908031216878477e-06,0,0.002972657065843965
CUST-00986,0,0,32,0,2535,16,0,12,3,1,1,102.04,0,0,2.8879006294131976e-05,0,0.002946813802253227
CUST-00578,1,0,37,1,1783,31,32,10,4,1,1,125.35,0,0,2.3107995475706394e-05,0,0.0028965872328797966
CUST-02550,14,0,40,2,5010,90,18,30,3,1,1,276.0,0,0,1.044535265318387e-05,0,0.0028829173322787484
CUST-02190,12,0,17,3,4955,56,237,18,3,1,1,1148.44,0,0,2.4993589565003677e-06,0,0.0028703638000032823
CUST-02094,14,0,35,1,2678,64,356,22,3,1,1,1533.68,0,0,1.8677939782654054e-06,0,0.002864598268586087
CUST-02523,5,0,37,1,305,6,7,2,5,1,1,15.165,0,0,0.00018517896797730143,0,0.002808239049375776
CUST-02546,18,0,40,2,4270,89,48,33,3,1,1,366.36,0,0,7.653362278150805e-06,0,0.002803885804223329
CUST-01431,0,0,34,1,1963,29,14,19,3,1,1,135.68,0,0,2.059871622864219e-05,0,0.0027948338179021722
CUST-01805,3,0,37,0,1115,19,14,6,2,1,2,114.03,0,0,2.4502470567997295e-05,0,0.0027940167188687318
CUST-00209,6,0,34,0,4435,81,0,21,3,1,1,180.64,0,0,1.540038544316709e-05,0,0.002781925626453703
CUST-00215,2,0,33,0,6420,84,176,22,3,1,1,964.16,0,0,2.877520403183721e-06,0,0.0027743900719336165
CUST-02827,5,0,37,0,2375,48,157,25,2,1,1,815.535,0,0,3.400424014522239e-06,0,0.0027731647986833944
CUST-02098,8,0,36,1,2585,43,282,16,3,1,1,1233.12,0,0,2.2176142885856804e-06,0,0.002734584531540774
CUST-00524,0,0,34,0,2240,12,0,4,3,1,1,90.08,0,0,3.033995318773984e-05,0,0.0027330229831516047
CUST-00589,11,0,28,0,815,31,42,11,3,1,2,201.84,0,0,1.3514153651237571e-05,0,0.0027276967729657916
CUST-00680,2,0,36,1,528,5,13,5,5,1,1,27.495,0,0,9.901635263948466e-05,0,0.0027224546158226308
CUST-01221,2,0,42,0,665,18,21,12,3,1,2,111.32,0,0,2.4228067451830866e-05,0,0.002697068468737812
CUST-02255,11,0,43,2,3580,41,501,15,3,1,1,2148.84,0,0,1.2439646435977957e-06,0,0.0026730809847486875
CUST-02684,5,0,15,0,2000,26,27,15,2,1,1,212.67,0,0,1.252662671508204e-05,0,0.0026640377034964973
CUST-01314,3,0,39,0,5793,97,11,15,2,1,1,314.55,0,0,8.454567896436945e-06,0,0.002659384331824241
CUST-00352,12,0,40,0,2633,68,370,29,3,1,1,1588.04,0,0,1.66844085085986e-06,0,0.002649550808799492
CUST-00968,0,0,36,0,2055,33,278,16,3,1,1,1195.52,0,0,2.206577708028988e-06,0,0.0026380077815028155
CUST-00967,6,0,36,0,3470,76,25,26,2,1,1,272.07,0,0,9.671639499361124e-06,0,0.0026313629585911808
CUST-02380,13,0,29,4,2220,52,221,28,3,2,1,974.88,0,0,2.699005550814385e-06,0,0.0026312065313779274
CUST-01176,2,0,31,0,6333,67,91,31,2,1,1,697.5,0,0,3.741322342309058e-06,0,0.002609572333760568
CUST-02298,7,0,37,1,2485,37,281,15,3,1,1,1224.88,0,0,2.127439353948469e-06,0,0.002605857915864401
CUST-00117,0,0,36,0,650,11,8,6,2,1,2,65.745,0,0,3.9580674107379825e-05,0,0.002602231419189687
CUST-00838,12,0,30,1,1225,38,27,14,2,1,1,178.335,0,0,1.4548432217642604e-05,0,0.002594494659533294
CUST-00807,11,1,43,0,2238,60,16,18,3,1,2,155.92,0,0,1.6605168547218054e-05,0,0.0025890778798822386
CUST-02105,8,0,36,1,3320,31,480,6,3,1,1,2054.04,0,0,1.2588813114866835e-06,0,0.0025857925690461075
CUST-00302,5,0,31,0,2193,50,344,18,2,1,1,1648.935,0,0,1.5577803434094755e-06,0,0.0025686785305599033
CUST-00284,11,1,40,4,7225,126,286,39,3,2,1,1438.04,0,0,1.77600173560611e-06,0,0.0025539615358710103
CUST-01026,0,0,38,0,465,11,11,8,2,1,1,70.92,0,0,3.5771230219110235e-05,0,0.002536895647139298
CUST-02646,14,0,35,1,4080,82,31,29,3,1,1,290.48,0,0,8.721348394475844e-06,0,0.0025333772816273433
CUST-01725,0,0,29,0,2475,41,160,20,2,1,1,833.22,0,0,3.0266151566274666e-06,0,0.0025218362808051378
CUST-01790,11,0,36,0,2858,65,360,22,2,1,1,1751.535,0,0,1.4346083036072199e-06,0,0.002512766655058672
CUST-02554,11,0,40,2,3590,34,499,13,3,1,1,2140.96,0,0,1.1626203856103339e-06,0,0.0024891237407763003
CUST-01172,0,0,31,0,490,6,0,5,2,1,2,22.32,0,0,0.00011017839385307534,0,0.0024591817508006417
CUST-02573,7,0,38,2,833,11,20,7,5,1,1,42.66,0,0,5.759439842745826e-05,0,0.002456977036915369
CUST-00996,1,0,34,0,2475,47,168,21,2,1,1,869.49,0,0,2.79888383905055e-06,0,0.0024336015092160626
CUST-02719,8,0,43,2,1973,37,15,9,4,1,1,87.75,0,0,2.7588006096073066e-05,0,0.0024208475349304114
CUST-02274,7,0,41,2,823,18,22,9,5,1,1,45.615,0,0,5.249527657152702e-05,0,0.002394572040810205
CUST-01354,1,0,33,0,3885,57,0,10,2,1,1,177.39,0,0,1.3429010971035295e-05,0,0.002382172256151951
CUST-01801,5,0,37,1,3500,32,484,6,3,1,1,2077.28,0,0,1.141906752054131e-06,0,0.0023720600579070056
CUST-00448,0,0,6,1,4210,32,204,5,3,1,1,985.68,0,0,2.3998735840331054e-06,0,0.0023655073943097513
CUST-00740,0,0,18,0,1505,25,19,11,2,1,1,154.35,0,0,1.5294102147619952e-05,0,0.0023606446664851395
CUST-02829,3,0,27,0,1163,34,12,70,4,1,1,59.925,0,0,3.868299332252686e-05,0,0.002318078374852422
CUST-01729,0,0,19,0,520,4,6,2,4,1,2,28.1,0,0,8.219522418522362e-05,0,0.0023096857996047836
CUST-02494,15,0,39,0,4388,66,7,33,1,1,1,283.47,0,0,8.140783581145683e-06,0,0.002307667921747367
CUST-02153,19,0,46,0,2803,70,30,25,4,1,2,146.825,0,0,1.571085381758352e-05,0,0.0023067461117667
CUST-00736,9,0,27,0,510,24,1,4,2,1,2,28.53,0,0,8.061020713107906e-05,0,0.0022998092094496853
CUST-01098,0,0,22,0,0,0,9,0,4,1,2,22.5,0,0,0.0001020510114317721,0,0.0022961477572148725
CUST-00084,9,1,36,4,7025,119,276,35,3,2,1,1389.76,0,0,1.647094438471275e-06,0,0.002289065966809839
CUST-02290,9,0,14,2,4875,54,233,17,3,1,1,1129.16,0,0,2.018970968451903e-06,0,0.0022797412587371507
CUST-01062,0,0,34,0,2028,49,0,29,1,1,1,114.235,0,0,1.9895152929261928e-05,0,0.0022727227948742363
CUST-01560,0,0,35,0,2675,15,444,2,3,1,1,1883.6,0,0,1.2011349269663565e-06,0,0.002262457748433829
CUST-01998,6,0,38,1,2605,42,287,18,3,1,1,1253.88,0,0,1.7644846317584226e-06,0,0.0022124519900692512
CUST-00538,0,0,26,0,968,29,9,53,4,1,1,47.425,0,0,4.6619840429505206e-05,0,0.0022109459323692844
CUST-01389,0,0,31,0,2295,39,157,16,2,1,1,811.53,0,0,2.7100511027800445e-06,0,0.0021992877714390895
CUST-02753,15,0,41,3,4110,44,498,10,4,1,1,1348.85,0,0,1.6203838497363992e-06,0,0.0021856547557169417
CUST-02794,2,0,39,0,1988,53,0,35,2,1,1,91.845,0,0,2.3796123672184168e-05,0,0.002185554978671755
CUST-01236,0,0,40,1,293,8,12,6,5,1,1,22.515,0,0,9.674679759913082e-05,0,0.0021782541479444307
CUST-00236,2,0,31,0,1585,42,28,16,3,1,2,177.08,0,0,1.212538331260836e-05,0,0.0021471628769966886
CUST-02339,11,0,15,4,2978,43,27,16,3,1,1,228.84,0,0,9.310606578394186e-06,0,0.0021306392093997256
CUST-00539,7,0,27,0,100,15,0,3,2,1,2,5.175,0,0,0.0004112569061979913,0,0.002128254489574605
CUST-00230,2,0,29,0,6705,95,4,18,4,1,1,180.0,0,0,1.1820955661667298e-05,0,0.0021277720191001134
CUST-00386,5,0,38,0,1845,52,49,25,3,1,2,271.88,0,0,7.8223772632833e-06,0,0.0021267479303414636
CUST-00916,2,0,36,0,6008,64,83,37,2,1,1,646.74,0,0,3.287321753716461e-06,0,0.002126042470998584
CUST-02247,18,0,43,2,4260,96,50,35,3,1,1,374.24,0,0,5.675039168772412e-06,0,0.0021238266585213877
CUST-02122,7,0,31,1,7010,101,11,20,5,1,1,123.165,0,0,1.7226894692206895e-05,0,0.0021217504847656624
CUST-02386,11,0,20,3,2600,42,56,31,3,1,1,329.68,0,0,6.43440194618285e-06,0,0.002121293633617562
CUST-02074,6,0,42,3,723,12,21,8,5,1,1,42.525,0,0,4.97081524147226e-05,0,0.0021138391814360786
CUST-01916,18,0,38,2,6123,104,33,26,2,1,1,428.715,0,0,4.925483012429496e-06,0,0.0021116284496737114
CUST-00528,0,0,36,0,1068,15,0,3,3,1,1,43.32,0,0,4.86537620655091e-05,0,0.0021076809726778543
CUST-02029,8,0,36,1,3025,56,177,23,2,1,1,935.145,0,0,2.248447276371153e-06,0,0.0021026242282621015
CUST-00497,12,0,16,5,3453,55,52,34,3,1,1,348.32,0,0,6.027333191185969e-06,0,0.002099440697153897
CUST-01373,1,0,32,0,6233,61,90,30,2,1,1,688.23,0,0,3.032047620328018e-06,0,0.002086746133738352
CUST-00888,16,0,26,1,1935,43,27,13,2,1,1,210.51,0,0,9.883839644580887e-06,0,0.0020806470835807223
CUST-00555,4,0,39,1,2475,45,317,22,4,1,1,855.5,0,0,2.4248681488586364e-06,0,0.0020744747013485636
CUST-02737,15,0,23,5,3157,57,46,22,4,1,1,195.35,0,0,1.0534598000993617e-05,0,0.0020579337194941033
CUST-01548,3,0,35,0,3950,59,0,11,2,1,1,180.405,0,0,1.1325436433177157e-05,0,0.002043165359727325
CUST-00105,8,0,36,0,3715,79,27,26,3,1,1,259.76,0,0,7.852206529422882e-06,0,0.002039689168082888
CUST-02644,13,0,35,0,4503,66,0,36,1,1,1,251.295,0,0,8.090262024046124e-06,0,0.0020330423953326708
CUST-02363,17,0,39,4,7623,91,136,54,2,2,1,959.13,0,0,2.116953116310221e-06,0,0.0020304332424466226
CUST-00491,4,0,26,0,1425,20,42,18,4,1,2,141.125,0,0,1.4341830388276748e-05,0,0.002023990813545556
CUST-02792,9,0,38,0,2048,55,341,26,3,1,1,1448.12,0,0,1.3856852653207542e-06,0,0.0020066385464162905
CUST-01132,0,0,36,0,2615,18,3,16,3,1,1,117.32,0,0,1.6959650816213094e-05,0,0.00198970623375812
CUST-00239,3,0,22,0,1488,37,20,64,4,1,1,88.125,0,0,2.2562880132046584e-05,0,0.001988353811636605
CUST-02706,7,0,44,0,1180,26,15,14,3,1,2,108.24,0,0,1.8269467556524273e-05,0,0.001977487168318187
CUST-00520,4,0,37,0,6118,65,87,22,2,1,1,669.735,0,0,2.946615162230821e-06,0,0.001973451305676659
CUST-01123,0,0,39,0,650,10,3,13,2,1,2,43.2,0,0,4.5551080690219044e-05,0,0.001967806685817463
CUST-00111,6,1,36,0,2178,51,3,15,3,1,2,101.16,0,0,1.909937441548734e-05,0,0.0019320927158706994
CUST-00861,9,0,38,2,7210,97,194,26,3,1,1,1068.28,0,0,1.79182340018228e-06,0,0.0019141691019467259
